fips,year,dom,zhvi,sales,dailylistings,monthlylistings,saletolist,zori
12131,2004,,297391.666666667,,,,,
12131,2005,,407708.333333333,,,,,
12131,2006,,407741.666666667,,,,,
12131,2007,,355716.666666667,,,,,
12131,2008,,291691.666666667,,,,,
12131,2009,,242075,1496,,,,
12131,2010,,223816.666666667,1615,,,0.837042262551608,
12131,2011,,217816.666666667,2001,,,0.856293786439771,
12131,2012,,223050,2160,,,0.875243304234981,
12131,2013,,240650,2444,,,0.90526942393571,
12131,2014,131.416666666667,252433.333333333,2506,,,0.925937479069648,
12131,2015,150.5,276466.666666667,2928,1492,1847.75,0.933709734728166,
12131,2016,142.125,301041.666666667,3007,1624,1932.75,0.937510561285842,
12131,2017,137.958333333333,317075,3267,1726,2026.5,0.941087577018841,
12131,2018,119.791666666667,345566.666666667,3416,1617.33333333333,1925.66666666667,0.94652443935779,
12133,1997,,43775,,,,,
12133,1998,,50841.6666666667,,,,,
12133,1999,,54883.3333333333,,,,,
12133,2000,,56416.6666666667,,,,,
12133,2001,,62191.6666666667,,,,,
12133,2002,,66866.6666666667,,,,,
12133,2003,,74116.6666666667,,,,,
12133,2004,,85008.3333333333,,,,,
12133,2005,,108025,,,,,
12133,2006,,120475,,,,,
12133,2007,,115408.333333333,,,,,
12133,2008,,111891.666666667,,,,,
12133,2009,,93600,171,,,,
12133,2010,,88108.3333333333,150,,,,
12133,2011,,72883.3333333333,138,,,,
12133,2012,,72741.6666666667,172,,,,
12133,2013,,72883.3333333333,177,190.416666666667,218.5,,
12133,2014,,76500,238,220.583333333333,251.333333333333,,
12133,2015,,81166.6666666667,265,169.916666666667,206,,
12133,2016,,87975,325,153.916666666667,179.75,,
12133,2017,,97008.3333333333,320,128.666666666667,150.833333333333,,
12133,2018,,104075,251,109.833333333333,131.166666666667,,
13003,2009,,,23,,,,
13003,2010,,,26,,,,
13003,2011,,,46,,,,
13003,2012,,,80,,,,
13003,2013,,,101,,,,
13003,2014,,,78,,,,
13003,2015,,,68,,,,
13003,2016,,,67,,,,
13003,2017,,,79,,,,
13003,2018,,,69,,,,
13005,2009,,,56,,,,
13005,2010,,,61,,,,
13005,2011,,,66,,,,
13005,2012,,,137,,,,
13005,2013,,,137,,,,
13005,2014,,,164,,,,
13005,2015,,,122,,,,
13005,2016,,,129,,,,
13005,2017,,,141,,,,
13005,2018,,,119,,,,
13007,2009,,,8,,,,
13007,2010,,,5,,,,
13007,2011,,,8,,,,
13007,2012,,,36,,,,
13007,2013,,,30,,,,
13007,2014,,,42,,,,
13007,2015,,,35,,,,
13007,2016,,,30,,,,
13007,2017,,,27,,,,
13007,2018,,,,,,,
13009,1997,,,,,,,
13009,1998,,,,,,,
13009,1999,,,,,,,
13009,2000,,,,,,,
13009,2001,,,,,,,
13009,2002,,,,,,,
13009,2003,,,,,,,
13009,2004,,,,,,,
13009,2005,,124416.666666667,,,,,
13009,2006,,126475,,,,,
13009,2007,,134108.333333333,,,,,
13009,2008,,130266.666666667,,,,,
13009,2009,,129858.333333333,328,,,,
13009,2010,,121983.333333333,365,,,,
13009,2011,,108691.666666667,354,,,,
13009,2012,,103700,690,,,,
13009,2013,,108241.666666667,739,303.75,359.25,,
13009,2014,,112991.666666667,708,291.333333333333,335.083333333333,,
13009,2015,,118625,669,267.5,307.916666666667,,
13009,2016,,120441.666666667,608,267.25,305.916666666667,,
13009,2017,,124108.333333333,675,238.416666666667,276.25,,
13009,2018,,125791.666666667,702,206.5,249.333333333333,,
13011,1997,,51508.3333333333,,,,,
13011,1998,,65133.3333333333,,,,,
13011,1999,,68066.6666666667,,,,,
13011,2000,,73866.6666666667,,,,,
13011,2001,,81591.6666666667,,,,,
13011,2002,,87225,,,,,
13011,2003,,89991.6666666667,,,,,
13011,2004,,101675,,,,,
13011,2005,,126425,,,,,
13011,2006,,137458.333333333,,,,,
13011,2007,,144650,,,,,
13011,2008,,141541.666666667,,,,,
13011,2009,,134833.333333333,116,,,,
13011,2010,,127666.666666667,139,,,,
13011,2011,,113725,171,,,,
13011,2012,,104091.666666667,293,,,,
13011,2013,,114000,347,63.3333333333333,76.9166666666667,,
13011,2014,,125600,284,70.9166666666667,82.5833333333333,,
13011,2015,,131091.666666667,257,69.9166666666667,83.0833333333333,,
13011,2016,,141141.666666667,265,70.3333333333333,85.5,,
13011,2017,,155908.333333333,265,80.75,96.75,,
13011,2018,,165850,253,75.6666666666667,90,,
13013,1997,,91891.6666666667,,,,,
13013,1998,,97583.3333333333,,,,,
13013,1999,,102841.666666667,,,,,
13013,2000,,110816.666666667,,,,,
13013,2001,,116583.333333333,,,,,
13013,2002,,122966.666666667,,,,,
13013,2003,,126683.333333333,,,,,
13013,2004,,126683.333333333,,,,,
13013,2005,,131783.333333333,,,,,
13013,2006,,140975,,,,,
13013,2007,,144458.333333333,,,,,
13013,2008,,138450,,,,,
13013,2009,,122375,,,,,
13013,2010,,114658.333333333,,,,,
13013,2011,,98458.3333333333,,,,,
13013,2012,,94475,,,,0.936232162725482,
13013,2013,,102516.666666667,,296.166666666667,391.333333333333,0.973705416266822,
13013,2014,89.2083333333333,114891.666666667,,348.833333333333,446.333333333333,0.965855619412694,
13013,2015,89.6666666666667,127916.666666667,,423.333333333333,551.5,0.971448757339663,1087.41666666667
13013,2016,81.6666666666667,138575,,365.75,496.75,0.976485871701841,1129.83333333333
13013,2017,69.875,152958.333333333,1879,351.583333333333,469.333333333333,0.987245520051732,
13013,2018,60.3333333333333,168941.666666667,1983,324.916666666667,443.25,0.995066087332034,1292.33333333333
13013,2019,,,,,,,1366.33333333333
13015,1997,,,,,,,
13015,1998,,,,,,,
13015,1999,,,,,,,
13015,2000,,,,,,,
13015,2001,,,,,,,
13015,2002,,,,,,,
13015,2003,,,,,,,
13015,2004,,138758.333333333,,,,,
13015,2005,,131175,,,,,
13015,2006,,137325,,,,,
13015,2007,,141083.333333333,,,,,
13015,2008,,137200,,,,,
13015,2009,,118308.333333333,,,,,
13015,2010,,112783.333333333,,,,,
13015,2011,,92033.3333333333,1884,,,,
13015,2012,,92716.6666666667,2912,,,,
13015,2013,,107483.333333333,2975,426.75,544.833333333333,0.944516744160222,
13015,2014,,111275,2610,476.916666666667,590,0.944099381121932,
13015,2015,,123791.666666667,2225,570.166666666667,711.25,0.951304070826771,
13015,2016,,132725,2369,522.166666666667,665.916666666667,0.963960923560548,
13015,2017,,144816.666666667,2417,509.5,656.583333333333,0.974166326514409,
13015,2018,63.8333333333333,159341.666666667,2441,396.833333333333,524,0.981851197868931,984.833333333333
13015,2019,,,,,,,
13017,2009,,,225,,,,
13017,2010,,,220,,,,
13017,2011,,,184,,,,
13017,2012,,,316,,,,
13017,2013,,,371,86.25,99.8333333333333,,
13017,2014,,,288,98.3333333333333,111.416666666667,,
13017,2015,,,267,95.8333333333333,108.166666666667,,
13017,2016,,,279,85.9166666666667,96.5833333333333,,
13017,2017,,,266,65.0833333333333,75.8333333333333,,
13017,2018,,,238,62.5833333333333,71.4166666666667,,
13019,1997,,53858.3333333333,,,,,
13019,1998,,55408.3333333333,,,,,
13019,1999,,61316.6666666667,,,,,
13019,2000,,67883.3333333333,,,,,
13019,2001,,70241.6666666667,,,,,
13019,2002,,70508.3333333333,,,,,
13019,2003,,67066.6666666667,,,,,
13019,2004,,73091.6666666667,,,,,
13019,2005,,82933.3333333333,,,,,
13019,2006,,86908.3333333333,,,,,
13019,2007,,91508.3333333333,,,,,
13019,2008,,93383.3333333333,,,,,
13019,2009,,90775,131,,,,
13019,2010,,89666.6666666667,130,,,,
13019,2011,,84266.6666666667,146,,,,
13019,2012,,77816.6666666667,250,,,,
13019,2013,,80250,314,104.25,125.666666666667,,
13019,2014,,86175,308,125.083333333333,146.416666666667,,
13019,2015,,89658.3333333333,257,105.166666666667,122.25,,
13019,2016,,95783.3333333333,236,82.8333333333333,95.6666666666667,,
13019,2017,,99525,214,69.25,83.0833333333333,,
13019,2018,,105141.666666667,238,81.75,95.25,,
13021,1997,,76350,,,,,
13021,1998,,77308.3333333333,,,,,
13021,1999,,82608.3333333333,,,,,
13021,2000,,83883.3333333333,,,,,
13021,2001,,90083.3333333333,,,,,
13021,2002,,96275,,,,,
13021,2003,,90341.6666666667,,,,,
13021,2004,,98450,,,,,
13021,2005,,102025,,,,,
13021,2006,,109116.666666667,,,,,
13021,2007,,112900,,,,,
13021,2008,,110333.333333333,,,,,
13021,2009,,101508.333333333,,,,,
13021,2010,,96491.6666666667,,,,,
13021,2011,,82700,,,,,
13021,2012,,78875,,,,,
13021,2013,,74525,,1079.16666666667,1288.66666666667,,
13021,2014,,70866.6666666667,,1044.5,1223.33333333333,0.891030867780643,
13021,2015,,73125,2322,1004.16666666667,1186,0.896733475285004,
13021,2016,,75366.6666666667,3055,855.333333333334,1022.33333333333,0.925258638134899,
13021,2017,104.75,78825,2597,656.583333333333,810.25,0.932058250595997,
13021,2018,77.6666666666667,92116.6666666667,2436,604.083333333333,759.25,0.946938448952423,
13023,2009,,,85,,,,
13023,2010,,,90,,,,
13023,2011,,,100,,,,
13023,2012,,,164,,,,
13023,2013,,,149,,,,
13023,2014,,,169,,,,
13023,2015,,,184,,,,
13023,2016,,,158,40.75,46.8333333333333,,
13023,2017,,,146,32.1666666666667,38.4166666666667,,
13023,2018,,,177,25.25,31.0833333333333,,
13025,2009,,,114,,,,
13025,2010,,,98,,,,
13025,2011,,,100,,,,
13025,2012,,,184,,,,
13025,2013,,,195,35.9166666666667,43.5,,
13025,2014,,,233,36.75,41.4166666666667,,
13025,2015,,,212,38.9166666666667,44.75,,
13025,2016,,,246,40,47.1666666666667,,
13025,2017,,,220,31.4166666666667,37,,
13025,2018,,,250,31.6666666666667,39.4166666666667,,
13027,2009,,,114,,,,
13027,2010,,,106,,,,
13027,2011,,,89,,,,
13027,2012,,,216,,,,
13027,2013,,,192,86.1666666666667,102.166666666667,,
13027,2014,,,246,81.75,92,,
13027,2015,,,184,76.5,88.5,,
13027,2016,,,196,68,78.9166666666667,,
13027,2017,,,185,53.4166666666667,61.75,,
13027,2018,,,194,50.4166666666667,58.4166666666667,,
13029,1997,,91291.6666666667,,,,,
13029,1998,,95516.6666666667,,,,,
13029,1999,,125841.666666667,,,,,
13029,2000,,129958.333333333,,,,,
13029,2001,,139858.333333333,,,,,
13029,2002,,148758.333333333,,,,,
13029,2003,,157266.666666667,,,,,
13029,2004,,175133.333333333,,,,,
13029,2005,,183191.666666667,,,,,
13029,2006,,208783.333333333,,,,,
13029,2007,,207216.666666667,,,,,
13029,2008,,201616.666666667,,,,,
13029,2009,,198141.666666667,426,,,,
13029,2010,,193300,309,,,,
13029,2011,,185033.333333333,405,,,,
13029,2012,,184733.333333333,706,,,0.924690651057784,
13029,2013,,189416.666666667,829,383.916666666667,460.166666666667,0.934191818165958,
13029,2014,,188491.666666667,1006,395,467,0.948125998915908,
13029,2015,,192950,854,357.25,433.583333333333,0.9613424287281,
13029,2016,,198666.666666667,866,386.416666666667,468.833333333333,0.96636636000181,
13029,2017,,203433.333333333,881,383.5,465.5,0.972077861880457,
13029,2018,,216525,931,414.583333333333,504.75,0.977292152110939,
13031,1997,,68358.3333333333,,,,,
13031,1998,,67266.6666666667,,,,,
13031,1999,,74066.6666666667,,,,,
13031,2000,,75108.3333333333,,,,,
13031,2001,,78816.6666666667,,,,,
13031,2002,,80483.3333333333,,,,,
13031,2003,,89775,,,,,
13031,2004,,93316.6666666667,,,,,
13031,2005,,112550,,,,,
13031,2006,,129925,,,,,
13031,2007,,138216.666666667,,,,,
13031,2008,,140858.333333333,,,,,
13031,2009,,139258.333333333,,,,,
13031,2010,,135683.333333333,,,,,
13031,2011,,121500,,,,,
13031,2012,,119033.333333333,,,,,
13031,2013,,124150,,472.5,538,,
13031,2014,,126675,,527.166666666667,596.666666666667,0.922564863210596,
13031,2015,,125308.333333333,,537.25,614.166666666667,0.934032457252556,
13031,2016,,128833.333333333,,497,575.5,0.946369396651188,
13031,2017,,133691.666666667,,419.5,489.166666666667,0.958318230470747,
13031,2018,,141350,,413.833333333333,495.916666666667,0.964188616793991,
13033,1997,,,,,,,
13033,1998,,,,,,,
13033,1999,,,,,,,
13033,2000,,,,,,,
13033,2001,,,,,,,
13033,2002,,,,,,,
13033,2003,,,,,,,
13033,2004,,,,,,,
13033,2005,,62058.3333333333,,,,,
13033,2006,,60508.3333333333,,,,,
13033,2007,,62533.3333333333,,,,,
13033,2008,,64466.6666666667,,,,,
13033,2009,,61966.6666666667,158,,,,
13033,2010,,68558.3333333333,155,,,,
13033,2011,,58975,194,,,,
13033,2012,,58066.6666666667,309,,,,
13033,2013,,57800,309,91.75,107.333333333333,,
13033,2014,,58483.3333333333,317,84.6666666666667,96.5833333333333,,
13033,2015,,63200,290,71.6666666666667,85.5833333333333,,
13033,2016,,64800,265,74.8333333333333,87.25,,
13033,2017,,68025,255,65.1666666666667,76.8333333333333,,
13033,2018,,73941.6666666667,280,54.75,65.6666666666667,,
13035,1997,,69416.6666666667,,,,,
13035,1998,,76991.6666666667,,,,,
13035,1999,,77700,,,,,
13035,2000,,84008.3333333333,,,,,
13035,2001,,92941.6666666667,,,,,
13035,2002,,98150,,,,,
13035,2003,,103558.333333333,,,,,
13035,2004,,112466.666666667,,,,,
13035,2005,,115258.333333333,,,,,
13035,2006,,118466.666666667,,,,,
13035,2007,,120841.666666667,,,,,
13035,2008,,119491.666666667,,,,,
13035,2009,,112625,,,,,
13035,2010,,104100,,,,,
13035,2011,,70891.6666666667,,,,,
13035,2012,,75675,,,,,
13035,2013,,89741.6666666667,,119.833333333333,144.666666666667,,
13035,2014,,95075,,151.25,181.5,,
13035,2015,,99633.3333333333,,175,206,,
13035,2016,,101575,,157.75,191.166666666667,,
13035,2017,,106291.666666667,,131.416666666667,162.333333333333,0.956095605589783,
13035,2018,,119416.666666667,,101,129.666666666667,0.971721778285756,
13037,2009,,,22,,,,
13037,2010,,,27,,,,
13037,2011,,,32,,,,
13037,2012,,,62,,,,
13037,2013,,,63,,,,
13037,2014,,,68,,,,
13037,2015,,,52,,,,
13037,2016,,,57,,,,
13037,2017,,,46,,,,
13037,2018,,,53,,,,
13039,1997,,83416.6666666667,,,,,
13039,1998,,83283.3333333333,,,,,
13039,1999,,84933.3333333333,,,,,
13039,2000,,84758.3333333333,,,,,
13039,2001,,90625,,,,,
13039,2002,,95666.6666666667,,,,,
13039,2003,,97233.3333333333,,,,,
13039,2004,,106683.333333333,,,,,
13039,2005,,127066.666666667,,,,,
13039,2006,,152608.333333333,,,,,
13039,2007,,162525,,,,,
13039,2008,,159183.333333333,,,,,
13039,2009,,149633.333333333,586,,,,
13039,2010,,143958.333333333,512,,,,
13039,2011,,119050,637,,,,
13039,2012,,116033.333333333,1039,,,,
13039,2013,,122558.333333333,1291,428.166666666667,507.5,0.922758806750871,
13039,2014,,125250,1276,472.083333333333,558.583333333333,0.935160686573589,
13039,2015,,131383.333333333,1121,431.5,518.416666666667,0.951930656332873,
13039,2016,,142233.333333333,1426,408.333333333333,491.25,0.964101817226637,
13039,2017,,149025,1640,351.166666666667,430.833333333333,0.972606917090427,
13039,2018,,156650,,388.916666666667,475.666666666667,0.977514480105212,
13043,2009,,,70,,,,
13043,2010,,,68,,,,
13043,2011,,,95,,,,
13043,2012,,,146,,,,
13043,2013,,,138,49.5,58.1666666666667,,
13043,2014,,,152,37.4166666666667,43.9166666666667,,
13043,2015,,,146,46,53.0833333333333,,
13043,2016,,,112,45.75,52.1666666666667,,
13043,2017,,,140,45.25,50.8333333333333,,
13043,2018,,,130,34.0833333333333,39.25,,
13045,1997,,,,,,,
13045,1998,,,,,,,
13045,1999,,,,,,,
13045,2000,,,,,,,
13045,2001,,,,,,,
13045,2002,,,,,,,
13045,2003,,,,,,,
13045,2004,,,,,,,
13045,2005,,116350,,,,,
13045,2006,,121908.333333333,,,,,
13045,2007,,124008.333333333,,,,,
13045,2008,,116158.333333333,,,,,
13045,2009,,104100,,,,,
13045,2010,,93833.3333333333,,,,,
13045,2011,,76008.3333333333,,,,,
13045,2012,,72600,,,,0.915389455567837,
13045,2013,,86591.6666666667,,514.916666666667,643,0.947986196958214,
13045,2014,,97600,3282,497.416666666667,631.5,0.938992416356029,910.968584414953
13045,2015,,108833.333333333,2446,578.25,721.083333333333,0.936700042527843,950.338624763016
13045,2016,,116558.333333333,2529,455.75,586.916666666667,0.953283399626,960.24063973555
13045,2017,,126650,2554,397.75,525.666666666667,0.971807117355546,1008.52977978708
13045,2018,,140266.666666667,2683,334,446,0.976697950488051,1060.98438335521
13045,2019,,,,,,,1123.51953964319
13047,1997,,76466.6666666667,,,,,
13047,1998,,85375,,,,,
13047,1999,,92158.3333333333,,,,,
13047,2000,,99158.3333333333,,,,,
13047,2001,,97958.3333333333,,,,,
13047,2002,,101975,,,,,
13047,2003,,104750,,,,,
13047,2004,,114525,,,,,
13047,2005,,121266.666666667,,,,,
13047,2006,,127100,,,,,
13047,2007,,128716.666666667,,,,,
13047,2008,,125041.666666667,,,,,
13047,2009,,121866.666666667,358,,,,
13047,2010,,120533.333333333,465,,,,
13047,2011,,112975,783,,,,
13047,2012,,113150,1357,,,0.925322324197042,
13047,2013,,115383.333333333,1548,487.833333333333,,0.938131148393631,
13047,2014,,117341.666666667,1465,490.75,,0.941762920438711,
13047,2015,,121183.333333333,1409,364.833333333333,,0.958588261654919,
13047,2016,,127625,1452,333.333333333333,,0.962306092137159,
13047,2017,,134350,1414,269.416666666667,,0.969075982107232,
13047,2018,,144058.333333333,1392,203.416666666667,,0.974097845435951,
13049,2009,,,42,,,,
13049,2010,,,47,,,,
13049,2011,,,55,,,,
13049,2012,,,109,,,,
13049,2013,,,125,31,37.3333333333333,,
13049,2014,,,122,31.6666666666667,36.6666666666667,,
13049,2015,,,118,26.25,31.5833333333333,,
13049,2016,,,103,25.0833333333333,30.25,,
13049,2017,,,80,25.6666666666667,29.5,,
13049,2018,,,102,25.4166666666667,29.9166666666667,,
13051,1997,,80000,,,,,
13051,1998,,86783.3333333333,,,,,
13051,1999,,98891.6666666667,,,,,
13051,2000,,98541.6666666667,,,,,
13051,2001,,105458.333333333,,,,,
13051,2002,,108366.666666667,,,,,
13051,2003,,118891.666666667,,,,,
13051,2004,,131150,,,,,
13051,2005,,146775,,,,,
13051,2006,,161000,,,,,
13051,2007,,164675,,,,,
13051,2008,,154133.333333333,,,,,
13051,2009,,145366.666666667,5355,,,,
13051,2010,156.083333333333,140950,4360,,,0.879444832475681,
13051,2011,153.541666666667,133733.333333333,6606,,,0.873952048194058,
13051,2012,134.291666666667,127991.666666667,8384,,,0.904920594192425,
13051,2013,130.416666666667,128050,8754,2375.66666666667,2808.25,0.930332015115639,
13051,2014,112.708333333333,135608.333333333,8422,2263.83333333333,2666,0.942010264678267,
13051,2015,108,144591.666666667,7807,2253.33333333333,2717.33333333333,0.950799877585257,
13051,2016,109.458333333333,149383.333333333,7829,2192.58333333333,2621.83333333333,0.95417543062941,
13051,2017,98.9583333333333,156150,5805,1818.25,2219.91666666667,0.95951979402233,
13051,2018,83.625,165550,6087,1712.75,2130.08333333333,0.962088876926952,
13053,2009,,,24,,,,
13053,2010,,,23,,,,
13053,2011,,,33,,,,
13053,2012,,,47,,,,
13053,2013,,,32,,,,
13053,2014,,,44,,,,
13053,2015,,,20,,,,
13053,2016,,,28,,,,
13053,2017,,,32,,,,
13053,2018,,,,,,,
13055,1997,,43891.6666666667,,,,,
13055,1998,,48391.6666666667,,,,,
13055,1999,,56675,,,,,
13055,2000,,64333.3333333333,,,,,
13055,2001,,78558.3333333333,,,,,
13055,2002,,79516.6666666667,,,,,
13055,2003,,64491.6666666667,,,,,
13055,2004,,65975,,,,,
13055,2005,,81100,,,,,
13055,2006,,77275,,,,,
13055,2007,,85400,,,,,
13055,2008,,75608.3333333333,,,,,
13055,2009,,69933.3333333333,197,,,,
13055,2010,,72066.6666666667,204,,,,
13055,2011,,59433.3333333333,221,,,,
13055,2012,,54741.6666666667,327,,,,
13055,2013,,61491.6666666667,333,85,98.6666666666667,,
13055,2014,,62633.3333333333,451,123.166666666667,141.416666666667,,
13055,2015,,64191.6666666667,357,111.25,130.75,,
13055,2016,,65858.3333333333,370,101.583333333333,118.333333333333,,
13055,2017,,68133.3333333333,306,87.1666666666667,102.25,,
13055,2018,,76575,341,80.6666666666667,96.6666666666667,,
13057,1997,,121700,,,,,
13057,1998,,130008.333333333,,,,,
13057,1999,,137391.666666667,,,,,
13057,2000,,148241.666666667,,,,,
13057,2001,,156650,,,,,
13057,2002,,167583.333333333,,,,,
13057,2003,,171175,,,,,
13057,2004,,177808.333333333,,,,,
13057,2005,,184600,,,,,
13057,2006,,196958.333333333,,,,,
13057,2007,,205541.666666667,,,,,
13057,2008,,197400,,,,,
13057,2009,,176908.333333333,3141,,,,
13057,2010,142.541666666667,168516.666666667,3536,,,,
13057,2011,142.416666666667,154416.666666667,4680,,,,
13057,2012,109.875,150375,6969,,,0.923883272593069,
13057,2013,89.2083333333333,160250,7385,1172.41666666667,1531.08333333333,0.958502352654988,
13057,2014,89.4166666666667,177133.333333333,7755,1329.25,1695.08333333333,0.960048936787664,1193.8732184802
13057,2015,80.5833333333333,190991.666666667,6778,1376.83333333333,1784,0.965960991267914,1257.23214572449
13057,2016,76.9166666666667,205641.666666667,8036,1332.41666666667,1777.08333333333,0.973497266069752,1313.91446438145
13057,2017,71.625,225191.666666667,6241,1223.66666666667,1632.08333333333,0.975613530847232,1375.37465139481
13057,2018,64.7916666666667,245650,6454,1064.58333333333,1431.75,0.980215612887561,1446.16415042461
13057,2019,,,,,,,1520.02225181275
13059,1997,,89566.6666666667,,,,,
13059,1998,,96608.3333333333,,,,,
13059,1999,,103708.333333333,,,,,
13059,2000,,111366.666666667,,,,,
13059,2001,,119383.333333333,,,,,
13059,2002,,125600,,,,,
13059,2003,,140991.666666667,,,,,
13059,2004,,137116.666666667,,,,,
13059,2005,,143200,,,,,
13059,2006,,146341.666666667,,,,,
13059,2007,,147825,,,,,
13059,2008,,148400,,,,,
13059,2009,,140550,,,,,
13059,2010,,135900,,,,,
13059,2011,162.166666666667,123225,1122,,,0.85432979535889,
13059,2012,125.458333333333,120016.666666667,2240,,,0.876107465740777,
13059,2013,151.25,128333.333333333,3148,943.916666666667,1099.41666666667,0.914617297625775,
13059,2014,140.375,131016.666666667,2971,884.416666666667,1026.5,0.925517533214654,
13059,2015,116.708333333333,135858.333333333,2365,797.416666666667,944.916666666667,0.940666474354046,
13059,2016,100.75,145358.333333333,2364,571.25,712,0.9551644927783,
13059,2017,86.0833333333333,159850,2364,445.333333333333,570.583333333333,0.973057343756512,
13059,2018,69.4583333333333,175908.333333333,2299,379.416666666667,490.916666666667,0.977380911170193,
13061,2009,,,24,,,,
13061,2010,,,21,,,,
13061,2011,,,24,,,,
13061,2012,,,55,,,,
13061,2013,,,62,,,,
13061,2014,,,44,,,,
13061,2015,,,59,,,,
13061,2016,,,51,,,,
13061,2017,,,56,,,,
13061,2018,,,41,,,,
13063,1997,,87825,,,,,
13063,1998,,92625,,,,,
13063,1999,,97316.6666666667,,,,,
13063,2000,,104125,,,,,
13063,2001,,112191.666666667,,,,,
13063,2002,,119008.333333333,,,,,
13063,2003,,122191.666666667,,,,,
13063,2004,,123083.333333333,,,,,
13063,2005,,125825,,,,,
13063,2006,,126858.333333333,,,,,
13063,2007,,124633.333333333,,,,,
13063,2008,,106341.666666667,,,,,
13063,2009,,68158.3333333333,,,,,
13063,2010,95.8333333333333,49166.6666666667,,,,,
13063,2011,92.1666666666667,40550,,,,,
13063,2012,72.1666666666667,39583.3333333333,,,,0.982667589939532,
13063,2013,77.0416666666667,49708.3333333333,,680.166666666667,938.833333333333,0.992836674089215,
13063,2014,78.2083333333333,59816.6666666667,,749.583333333333,1020,0.956288727257392,855.840625438458
13063,2015,84,69391.6666666667,,1094.16666666667,1433.08333333333,0.958688325212075,877.659178739327
13063,2016,98.5833333333333,76633.3333333333,,1083.75,1433.58333333333,0.963175554346745,918.603099082127
13063,2017,89.7916666666667,85375,5513,911.5,1251,0.976056034016281,969.262518839017
13063,2018,72.5833333333333,103383.333333333,7004,615.5,903,0.988614408865332,1029.4820959801
13063,2019,,,,,,,1108.00587052832
13065,2009,,,25,,,,
13065,2010,,,37,,,,
13065,2011,,,52,,,,
13065,2012,,,67,,,,
13065,2013,,,99,,,,
13065,2014,,,91,,,,
13065,2015,,,86,,,,
13065,2016,,,74,,,,
13065,2017,,,63,,,,
13065,2018,,,61,,,,
13067,1997,,133941.666666667,,,,,
13067,1998,,140416.666666667,,,,,
13067,1999,,149716.666666667,,,,,
13067,2000,,162000,,,,,
13067,2001,,170633.333333333,,,,,
13067,2002,,177758.333333333,,,,,
13067,2003,,181800,,,,,
13067,2004,,187608.333333333,,,,,
13067,2005,,196625,,,,,
13067,2006,,208100,,,,,
13067,2007,,213883.333333333,,,,,
13067,2008,,203275,,,,,
13067,2009,,187241.666666667,8988,,,,
13067,2010,137.875,177483.333333333,8901,,,0.896159337730176,
13067,2011,134.666666666667,159500,12677,,,0.890513220471761,
13067,2012,104.916666666667,155958.333333333,18118,,,0.927753323647637,
13067,2013,85.4166666666667,171358.333333333,19480,2960.5,4023.83333333333,0.957062594985632,
13067,2014,83.7083333333333,187383.333333333,17411,3218.5,4259,0.957080512000492,1158.00271653596
13067,2015,76.5416666666667,200383.333333333,16858,3375.16666666667,4496,0.963778121257434,1211.45683721922
13067,2016,73.25,218191.666666667,21544,2999.66666666667,4102.5,0.970914920082113,1278.83838132655
13067,2017,66.5833333333333,235683.333333333,17295,2875.33333333333,3936.41666666667,0.974523481812102,1341.25468486709
13067,2018,59.75,257366.666666667,18305,2574.66666666667,3600.25,0.979425508991649,1402.41056485659
13067,2019,,,,,,,1465.59135545162
13069,1997,,52691.6666666667,,,,,
13069,1998,,55925,,,,,
13069,1999,,56925,,,,,
13069,2000,,59925,,,,,
13069,2001,,62925,,,,,
13069,2002,,65716.6666666667,,,,,
13069,2003,,67583.3333333333,,,,,
13069,2004,,69525,,,,,
13069,2005,,74983.3333333333,,,,,
13069,2006,,81733.3333333333,,,,,
13069,2007,,81708.3333333333,,,,,
13069,2008,,80200,,,,,
13069,2009,,74925,,,,,
13069,2010,,71608.3333333333,,,,,
13069,2011,,69800,,,,,
13069,2012,,69175,,,,,
13069,2013,,69766.6666666667,,,,,
13069,2014,,70291.6666666667,,,,,
13069,2015,,73275,,182.583333333333,206.416666666667,,
13069,2016,,72158.3333333333,,161.916666666667,187.166666666667,,
13069,2017,,76433.3333333333,,170.083333333333,193.5,,
13069,2018,,80833.3333333333,,142,162.916666666667,,
13071,1997,,45808.3333333333,,,,,
13071,1998,,52000,,,,,
13071,1999,,48075,,,,,
13071,2000,,50600,,,,,
13071,2001,,57308.3333333333,,,,,
13071,2002,,61900,,,,,
13071,2003,,64158.3333333333,,,,,
13071,2004,,66750,,,,,
13071,2005,,74400,,,,,
13071,2006,,78266.6666666667,,,,,
13071,2007,,81925,,,,,
13071,2008,,81833.3333333333,,,,,
13071,2009,,79325,371,,,,
13071,2010,,78966.6666666667,411,,,,
13071,2011,,73391.6666666667,365,,,,
13071,2012,,71166.6666666667,606,,,,
13071,2013,,72050,672,,,,
13071,2014,,74316.6666666667,727,,,,
13071,2015,,78716.6666666667,573,,,,
13071,2016,,79800,620,,,,
13071,2017,,84050,591,,,,
13071,2018,,85133.3333333333,593,,,,
13073,1997,,108058.333333333,,,,,
13073,1998,,110366.666666667,,,,,
13073,1999,,124058.333333333,,,,,
13073,2000,,124033.333333333,,,,,
13073,2001,,127833.333333333,,,,,
13073,2002,,136458.333333333,,,,,
13073,2003,,140433.333333333,,,,,
13073,2004,,148950,,,,,
13073,2005,,160550,,,,,
